ticker,year,IT_similarity,OR_similarity,IT_growth,OR_growth,Revenues,Net Income,Sector,Industry,Marketcap,IT_growth_lag1,IT_growth_lag2,IT_growth_lag3,IT_growth_lag4,IT_growth_lag5
AAPL,2014,0.4153,0.3417,,,182795000000.0,39510000000.0,Technology,Consumer Electronics,3846819807232,,,,,
AAPL,2015,0.5459,0.3869,0.31447146640982426,0.13227977758267495,233715000000.0,53394000000.0,Technology,Consumer Electronics,3846819807232,,,,,
AAPL,2016,0.4834,0.3802,-0.11448983330280282,-0.017317136210907358,215639000000.0,45687000000.0,Technology,Consumer Electronics,3846819807232,0.31447146640982426,,,,
AAPL,2017,0.4929,0.3556,0.019652461729416704,-0.06470278800631235,458468000000.0,48351000000.0,Technology,Consumer Electronics,3846819807232,-0.11448983330280282,0.31447146640982426,,,
AAPL,2018,0.399,0.3673,-0.19050517346317708,0.03290213723284596,531190000000.0,59531000000.0,Technology,Consumer Electronics,3846819807232,0.019652461729416704,-0.11448983330280282,0.31447146640982426,,
AAPL,2019,0.6303,0.3927,0.5796992481203005,0.0691532806969779,260174000000.0,55256000000.0,Technology,Consumer Electronics,3846819807232,-0.19050517346317708,0.019652461729416704,-0.11448983330280282,0.31447146640982426,
AAPL,2020,0.6109,0.3897,-0.03077899412977947,-0.007639419404125269,274515000000.0,57411000000.0,Technology,Consumer Electronics,3846819807232,0.5796992481203005,-0.19050517346317708,0.019652461729416704,-0.11448983330280282,0.31447146640982426
AAPL,2021,0.3447,0.3978,-0.43575053200196434,0.020785219399538146,365817000000.0,94680000000.0,Technology,Consumer Electronics,3846819807232,-0.03077899412977947,0.5796992481203005,-0.19050517346317708,0.019652461729416704,-0.11448983330280282
AAPL,2022,0.5092,0.3544,0.4772265738323178,-0.10910005027652081,394328000000.0,99803000000.0,Technology,Consumer Electronics,3846819807232,-0.43575053200196434,-0.03077899412977947,0.5796992481203005,-0.19050517346317708,0.019652461729416704
AAPL,2023,0.6872,0.4162,0.349567949725059,0.17437923250564347,383285000000.0,96995000000.0,Technology,Consumer Electronics,3846819807232,0.4772265738323178,-0.43575053200196434,-0.03077899412977947,0.5796992481203005,-0.19050517346317708
ABBV,2014,0.1736,0.2888,,,19960000000.0,1774000000.0,Healthcare,Drug Manufacturers - General,310274424832,,,,,
ABBV,2015,0.1672,0.1909,-0.03686635944700467,-0.33898891966759004,22859000000.0,5144000000.0,Healthcare,Drug Manufacturers - General,310274424832,,,,,
ABBV,2016,0.3132,0.4632,0.8732057416267942,1.4264012572027243,51276000000.0,5953000000.0,Healthcare,Drug Manufacturers - General,310274424832,-0.03686635944700467,,,,
ABBV,2017,0.2752,0.5123,-0.12132822477650063,0.10600172711571676,56432000000.0,5309000000.0,Healthcare,Drug Manufacturers - General,310274424832,0.8732057416267942,-0.03686635944700467,,,
ABBV,2018,0.2247,0.4291,-0.1835029069767441,-0.16240484091352725,65506000000.0,11374000000.0,Healthcare,Drug Manufacturers - General,310274424832,-0.12132822477650063,0.8732057416267942,-0.03686635944700467,,
ABBV,2019,0.245,0.4552,0.09034267912772576,0.06082498252155677,66532000000.0,15764000000.0,Healthcare,Drug Manufacturers - General,310274424832,-0.1835029069767441,-0.12132822477650063,0.8732057416267942,-0.03686635944700467,
ABBV,2020,0.1674,0.354,-0.31673469387755104,-0.22231985940246046,91608000000.0,9238000000.0,Healthcare,Drug Manufacturers - General,310274424832,0.09034267912772576,-0.1835029069767441,-0.12132822477650063,0.8732057416267942,-0.03686635944700467
ABBV,2021,0.1946,0.2622,0.1624850657108723,-0.2593220338983051,112394000000.0,23091000000.0,Healthcare,Drug Manufacturers - General,310274424832,-0.31673469387755104,0.09034267912772576,-0.1835029069767441,-0.12132822477650063,0.8732057416267942
ABBV,2022,0.1363,0.2824,-0.29958890030832475,0.07704042715484372,116108000000.0,23681000000.0,Healthcare,Drug Manufacturers - General,310274424832,0.1624850657108723,-0.31673469387755104,0.09034267912772576,-0.1835029069767441,-0.12132822477650063
ABBV,2023,0.1384,0.2351,0.015407190022010298,-0.16749291784702547,108636000000.0,9736000000.0,Healthcare,Drug Manufacturers - General,310274424832,-0.29958890030832475,0.1624850657108723,-0.31673469387755104,0.09034267912772576,-0.1835029069767441
ABT,2014,0.6192,0.354,,,20247000000.0,2284000000.0,Healthcare,Medical Devices,198127370240,,,,,
ABT,2015,0.4143,0.4323,-0.3309108527131782,0.22118644067796622,20405000000.0,8846000000.0,Healthcare,Medical Devices,198127370240,,,,,
ABT,2016,0.3316,0.535,-0.19961380642046822,0.2375665047420772,20853000000.0,2800000000.0,Healthcare,Medical Devices,198127370240,-0.3309108527131782,,,,
ABT,2017,0.26,0.6123,-0.21592279855247287,0.14448598130841117,27390000000.0,954000000.0,Healthcare,Medical Devices,198127370240,-0.19961380642046822,-0.3309108527131782,,,
ABT,2018,0.517,0.4744,0.9884615384615385,-0.22521639719091946,30578000000.0,4736000000.0,Healthcare,Medical Devices,198127370240,-0.21592279855247287,-0.19961380642046822,-0.3309108527131782,,
ABT,2019,0.3995,0.3757,-0.2272727272727273,-0.20805227655986513,31904000000.0,7374000000.0,Healthcare,Medical Devices,198127370240,0.9884615384615385,-0.21592279855247287,-0.19961380642046822,-0.3309108527131782,
ABT,2020,0.4964,0.3713,0.24255319148936172,-0.011711471919084282,34608000000.0,8990000000.0,Healthcare,Medical Devices,198127370240,-0.2272727272727273,0.9884615384615385,-0.21592279855247287,-0.19961380642046822,-0.3309108527131782
ABT,2021,0.4121,0.3504,-0.16982272360999195,-0.0562887153245355,43075000000.0,14142000000.0,Healthcare,Medical Devices,198127370240,0.24255319148936172,-0.2272727272727273,0.9884615384615385,-0.21592279855247287,-0.19961380642046822
ABT,2022,0.5598,0.2482,0.35840815336083454,-0.29166666666666663,43653000000.0,6933000000.0,Healthcare,Medical Devices,198127370240,-0.16982272360999195,0.24255319148936172,-0.2272727272727273,0.9884615384615385,-0.21592279855247287
ABT,2023,0.5164,0.4313,-0.07752768846016433,0.7377115229653506,40109000000.0,5723000000.0,Healthcare,Medical Devices,198127370240,0.35840815336083454,-0.16982272360999195,0.24255319148936172,-0.2272727272727273,0.9884615384615385
ACN,2014,0.7712,0.4056,,,31874678000.0,2941498000.0,Technology,Information Technology Services,229157109760,,,,,
ACN,2015,0.8563,0.3997,0.11034751037344392,-0.014546351084812614,32914424000.0,3053581000.0,Technology,Information Technology Services,229157109760,,,,,
ACN,2016,0.7807,0.4088,-0.08828681536844563,0.022767075306479923,34797661000.0,4111892000.0,Technology,Information Technology Services,229157109760,0.11034751037344392,,,,
ACN,2017,0.7704,0.3851,-0.013193288074804688,-0.05797455968688847,36176841000.0,3445149000.0,Technology,Information Technology Services,229157109760,-0.08828681536844563,0.11034751037344392,,,
ACN,2018,0.8018,0.759,0.040758047767393446,0.9709166450272657,40992534000.0,4059907000.0,Technology,Information Technology Services,229157109760,-0.013193288074804688,-0.08828681536844563,0.11034751037344392,,
ACN,2019,0.8175,0.3718,0.01958094287852341,-0.5101449275362319,43215013000.0,4779112000.0,Technology,Information Technology Services,229157109760,0.040758047767393446,-0.013193288074804688,-0.08828681536844563,0.11034751037344392,
ACN,2020,0.7768,0.3869,-0.0497859327217125,0.040613232920925224,44327039000.0,5107839000.0,Technology,Information Technology Services,229157109760,0.01958094287852341,0.040758047767393446,-0.013193288074804688,-0.08828681536844563,0.11034751037344392
ACN,2021,0.7092,0.3675,-0.08702368692070028,-0.050142155595761295,50533389000.0,5906809000.0,Technology,Information Technology Services,229157109760,-0.0497859327217125,0.01958094287852341,0.040758047767393446,-0.013193288074804688,-0.08828681536844563
ACN,2022,0.6772,0.365,-0.045121263395375144,-0.006802721088435382,61594305000.0,6877169000.0,Technology,Information Technology Services,229157109760,-0.08702368692070028,-0.0497859327217125,0.01958094287852341,0.040758047767393446,-0.013193288074804688
ACN,2023,0.6974,0.8046,0.029828706438275177,1.2043835616438354,64111745000.0,6871557000.0,Technology,Information Technology Services,229157109760,-0.045121263395375144,-0.08702368692070028,-0.0497859327217125,0.01958094287852341,0.040758047767393446
ADBE,2014,0.5441,0.5858,,,4147065000.0,268395000.0,Technology,Software - Infrastructure,196844240896,,,,,
ADBE,2015,0.6176,0.3097,0.13508546223120743,-0.47132127005804036,4795511000.0,629551000.0,Technology,Software - Infrastructure,196844240896,,,,,
ADBE,2016,0.4431,0.2679,-0.28254533678756477,-0.13496932515337412,5854430000.0,1168782000.0,Technology,Software - Infrastructure,196844240896,0.13508546223120743,,,,
ADBE,2017,0.4559,0.2442,0.02888738433762139,-0.08846584546472569,7301505000.0,1693954000.0,Technology,Software - Infrastructure,196844240896,-0.28254533678756477,0.13508546223120743,,,
ADBE,2018,0.5034,0.3105,0.1041895152445711,0.27149877149877155,9030000000.0,2591000000.0,Technology,Software - Infrastructure,196844240896,0.02888738433762139,-0.28254533678756477,0.13508546223120743,,
ADBE,2019,0.4222,0.2644,-0.16130313865713142,-0.1484702093397745,11171000000.0,2951000000.0,Technology,Software - Infrastructure,196844240896,0.1041895152445711,0.02888738433762139,-0.28254533678756477,0.13508546223120743,
ADBE,2020,0.5643,0.3966,0.3365703458076741,0.5,12868000000.0,5260000000.0,Technology,Software - Infrastructure,196844240896,-0.16130313865713142,0.1041895152445711,0.02888738433762139,-0.28254533678756477,0.13508546223120743
ADBE,2021,0.4177,0.4099,-0.2597908913698388,0.03353504790721118,15785000000.0,4822000000.0,Technology,Software - Infrastructure,196844240896,0.3365703458076741,-0.16130313865713142,0.1041895152445711,0.02888738433762139,-0.28254533678756477
ADBE,2022,0.6793,0.3914,0.6262868087143882,-0.04513295925835559,17606000000.0,4756000000.0,Technology,Software - Infrastructure,196844240896,-0.2597908913698388,0.3365703458076741,-0.16130313865713142,0.1041895152445711,0.02888738433762139
ADBE,2023,0.5044,0.5165,-0.2574709259531872,0.31962187020950417,19409000000.0,5428000000.0,Technology,Software - Infrastructure,196844240896,0.6262868087143882,-0.2597908913698388,0.3365703458076741,-0.16130313865713142,0.1041895152445711
ADI,2014,0.5677,0.4601,,,2864773000.0,629320000.0,Technology,Semiconductors,105105776640,,,,,
ADI,2015,0.6266,0.5102,0.10375198168046507,0.10888937187567915,3435092000.0,696878000.0,Technology,Semiconductors,105105776640,,,,,
ADI,2016,0.7239,0.4131,0.15528247685924024,-0.1903175225401803,3421409000.0,861664000.0,Technology,Semiconductors,105105776640,0.10375198168046507,,,,
ADI,2017,0.7306,0.309,0.009255422019615933,-0.2519970951343501,10353857000.0,805379000.0,Technology,Semiconductors,105105776640,0.15528247685924024,0.10375198168046507,,,
ADI,2018,0.5823,0.5693,-0.20298384889132215,0.8423948220064725,12425631000.0,1506980000.0,Technology,Semiconductors,105105776640,0.009255422019615933,0.15528247685924024,0.10375198168046507,,
ADI,2019,0.5297,0.5325,-0.09033144427271178,-0.06464078693131925,5991065000.0,1363011000.0,Technology,Semiconductors,105105776640,-0.20298384889132215,0.009255422019615933,0.15528247685924024,0.10375198168046507,
ADI,2020,0.2953,0.4027,-0.442514630923164,-0.24375586854460085,5603056000.0,1220761000.0,Technology,Semiconductors,105105776640,-0.09033144427271178,-0.20298384889132215,0.009255422019615933,0.15528247685924024,0.10375198168046507
ADI,2021,0.3475,0.3864,0.17676938706400258,-0.04047678172336722,7318286000.0,1390422000.0,Technology,Semiconductors,105105776640,-0.442514630923164,-0.09033144427271178,-0.20298384889132215,0.009255422019615933,0.15528247685924024
