,ticker,year,IT_similarity,OR_similarity,IT_growth,OR_growth,Revenues,Net Income,Sector,Industry,Marketcap,IT_growth_lag1,IT_growth_lag2,IT_growth_lag3,IT_growth_lag4,IT_growth_lag5
0,AAPL,2014,0.6251,0.4384,,,182795000000.0,39510000000.0,Technology,Consumer Electronics,3846819807232,,,,,
1,AAPL,2015,0.6468,0.4738,0.034714445688689866,0.08074817518248167,233715000000.0,53394000000.0,Technology,Consumer Electronics,3846819807232,,,,,
2,AAPL,2016,0.5443,0.5427,-0.1584724799010514,0.14542000844238068,215639000000.0,45687000000.0,Technology,Consumer Electronics,3846819807232,0.034714445688689866,,,,
3,AAPL,2017,0.6172,0.4971,0.13393349255925036,-0.08402432283029293,229234000000.0,48351000000.0,Technology,Consumer Electronics,3846819807232,-0.1584724799010514,0.034714445688689866,,,
4,AAPL,2018,0.5039,0.5137,-0.18357096565132847,0.03339368336350845,265595000000.0,59531000000.0,Technology,Consumer Electronics,3846819807232,0.13393349255925036,-0.1584724799010514,0.034714445688689866,,
5,AAPL,2019,0.5922,0.5332,0.17523318118674336,0.03795989877360317,260174000000.0,55256000000.0,Technology,Consumer Electronics,3846819807232,-0.18357096565132847,0.13393349255925036,-0.1584724799010514,0.034714445688689866,
6,AAPL,2020,0.5884,0.507,-0.00641675109760198,-0.04913728432108022,274515000000.0,57411000000.0,Technology,Consumer Electronics,3846819807232,0.17523318118674336,-0.18357096565132847,0.13393349255925036,-0.1584724799010514,0.034714445688689866
7,AAPL,2021,0.5227,0.4838,-0.11165873555404482,-0.04575936883629195,365817000000.0,94680000000.0,Technology,Consumer Electronics,3846819807232,-0.00641675109760198,0.17523318118674336,-0.18357096565132847,0.13393349255925036,-0.1584724799010514
8,AAPL,2022,0.5942,0.4663,0.13678974555194157,-0.0361719718892104,394328000000.0,99803000000.0,Technology,Consumer Electronics,3846819807232,-0.11165873555404482,-0.00641675109760198,0.17523318118674336,-0.18357096565132847,0.13393349255925036
9,AAPL,2023,0.6121,0.5987,0.030124537192864453,0.2839373793695046,383285000000.0,96995000000.0,Technology,Consumer Electronics,3846819807232,0.13678974555194157,-0.11165873555404482,-0.00641675109760198,0.17523318118674336,-0.18357096565132847
10,ABBV,2014,0.3666,0.3784,,,19960000000.0,1774000000.0,Healthcare,Drug Manufacturers - General,310274424832,,,,,
11,ABBV,2015,0.3389,0.3607,-0.07555919258046917,-0.04677589852008457,22859000000.0,5144000000.0,Healthcare,Drug Manufacturers - General,310274424832,,,,,
12,ABBV,2016,0.2926,0.2393,-0.13661847152552364,-0.33656778486276684,25638000000.0,5953000000.0,Healthcare,Drug Manufacturers - General,310274424832,-0.07555919258046917,,,,
13,ABBV,2017,0.3188,0.5154,0.08954203691045781,1.1537818637693271,28216000000.0,5309000000.0,Healthcare,Drug Manufacturers - General,310274424832,-0.13661847152552364,-0.07555919258046917,,,
14,ABBV,2018,0.3051,0.1946,-0.04297365119196983,-0.622429181218471,32753000000.0,5687000000.0,Healthcare,Drug Manufacturers - General,310274424832,0.08954203691045781,-0.13661847152552364,-0.07555919258046917,,
15,ABBV,2019,0.3625,0.3862,0.1881350376925599,0.9845837615621789,33266000000.0,7882000000.0,Healthcare,Drug Manufacturers - General,310274424832,-0.04297365119196983,0.08954203691045781,-0.13661847152552364,-0.07555919258046917,
16,ABBV,2020,0.3594,0.2928,-0.008551724137931038,-0.24184360435007768,45804000000.0,4616000000.0,Healthcare,Drug Manufacturers - General,310274424832,0.1881350376925599,-0.04297365119196983,0.08954203691045781,-0.13661847152552364,-0.07555919258046917
17,ABBV,2021,0.3176,0.3373,-0.1163049526989427,0.15198087431693974,56197000000.0,11542000000.0,Healthcare,Drug Manufacturers - General,310274424832,-0.008551724137931038,0.1881350376925599,-0.04297365119196983,0.08954203691045781,-0.13661847152552364
18,ABBV,2022,0.3419,0.4082,0.07651133501259433,0.21019863622887636,58054000000.0,11836000000.0,Healthcare,Drug Manufacturers - General,310274424832,-0.1163049526989427,-0.008551724137931038,0.1881350376925599,-0.04297365119196983,0.08954203691045781
19,ABBV,2023,0.418,0.235,0.22257970166715424,-0.42430181283684476,54318000000.0,4863000000.0,Healthcare,Drug Manufacturers - General,310274424832,0.07651133501259433,-0.1163049526989427,-0.008551724137931038,0.1881350376925599,-0.04297365119196983
20,ABT,2014,0.5299,0.3564,,,20247000000.0,2284000000.0,Healthcare,Medical Devices,198127370240,,,,,
21,ABT,2015,0.346,0.3403,-0.3470466125684092,-0.045173961840628496,20405000000.0,4423000000.0,Healthcare,Medical Devices,198127370240,,,,,
22,ABT,2016,0.3625,0.3427,0.04768786127167646,0.007052600646488383,20853000000.0,1400000000.0,Healthcare,Medical Devices,198127370240,-0.3470466125684092,,,,
23,ABT,2017,0.4002,0.4295,0.10400000000000009,0.2532827545958565,27390000000.0,477000000.0,Healthcare,Medical Devices,198127370240,0.04768786127167646,-0.3470466125684092,,,
24,ABT,2018,0.5818,0.4747,0.4537731134432783,0.10523864959254947,30578000000.0,2368000000.0,Healthcare,Medical Devices,198127370240,0.10400000000000009,0.04768786127167646,-0.3470466125684092,,
25,ABT,2019,0.4673,0.5474,-0.19680302509453418,0.15314935748894043,31904000000.0,3687000000.0,Healthcare,Medical Devices,198127370240,0.4537731134432783,0.10400000000000009,0.04768786127167646,-0.3470466125684092,
26,ABT,2020,0.4019,0.3935,-0.1399529210357372,-0.2811472415052977,34608000000.0,4495000000.0,Healthcare,Medical Devices,198127370240,-0.19680302509453418,0.4537731134432783,0.10400000000000009,0.04768786127167646,-0.3470466125684092
27,ABT,2021,0.4794,0.3772,0.19283403831798962,-0.04142312579415508,43075000000.0,7071000000.0,Healthcare,Medical Devices,198127370240,-0.1399529210357372,-0.19680302509453418,0.4537731134432783,0.10400000000000009,0.04768786127167646
28,ABT,2022,0.3817,0.4226,-0.20379641218189404,0.12036055143160129,43653000000.0,6933000000.0,Healthcare,Medical Devices,198127370240,0.19283403831798962,-0.1399529210357372,-0.19680302509453418,0.4537731134432783,0.10400000000000009
29,ABT,2023,0.4275,0.4208,0.11998952056588941,-0.004259346900141958,40109000000.0,5723000000.0,Healthcare,Medical Devices,198127370240,-0.20379641218189404,0.19283403831798962,-0.1399529210357372,-0.19680302509453418,0.4537731134432783
30,ADBE,2014,0.501,0.4084,,,4147065000.0,268395000.0,Technology,Software - Infrastructure,196844240896,,,,,
31,ADBE,2015,0.5009,0.412,-0.0001996007984031989,0.008814887365327984,4795511000.0,629551000.0,Technology,Software - Infrastructure,196844240896,,,,,
32,ADBE,2016,0.5188,0.2758,0.035735675783589604,-0.33058252427184465,5854430000.0,1168782000.0,Technology,Software - Infrastructure,196844240896,-0.0001996007984031989,,,,
33,ADBE,2017,0.5665,0.3627,0.09194294525828828,0.31508339376359684,7301505000.0,1693954000.0,Technology,Software - Infrastructure,196844240896,0.035735675783589604,-0.0001996007984031989,,,
34,ADBE,2018,0.5882,0.5319,0.038305383936451776,0.46650124069478904,9030000000.0,2591000000.0,Technology,Software - Infrastructure,196844240896,0.09194294525828828,0.035735675783589604,-0.0001996007984031989,,
35,ADBE,2019,0.6031,0.4429,0.02533151989119342,-0.1673246850911826,11171000000.0,2951000000.0,Technology,Software - Infrastructure,196844240896,0.038305383936451776,0.09194294525828828,0.035735675783589604,-0.0001996007984031989,
36,ADBE,2020,0.5616,0.4492,-0.06881114243077435,0.014224429893881174,12868000000.0,5260000000.0,Technology,Software - Infrastructure,196844240896,0.02533151989119342,0.038305383936451776,0.09194294525828828,0.035735675783589604,-0.0001996007984031989
37,ADBE,2021,0.5235,0.4567,-0.06784188034188043,0.0166963490650045,15785000000.0,4822000000.0,Technology,Software - Infrastructure,196844240896,-0.06881114243077435,0.02533151989119342,0.038305383936451776,0.09194294525828828,0.035735675783589604
38,ADBE,2022,0.5496,0.5222,0.04985673352435538,0.14342018830742287,17606000000.0,4756000000.0,Technology,Software - Infrastructure,196844240896,-0.06784188034188043,-0.06881114243077435,0.02533151989119342,0.038305383936451776,0.09194294525828828
39,ADBE,2023,0.5049,0.4524,-0.08133187772925754,-0.13366526235158938,19409000000.0,5428000000.0,Technology,Software - Infrastructure,196844240896,0.04985673352435538,-0.06784188034188043,-0.06881114243077435,0.02533151989119342,0.038305383936451776
40,ADI,2014,0.5164,0.3763,,,2864773000.0,629320000.0,Technology,Semiconductors,105105776640,,,,,
41,ADI,2015,0.5863,0.325,0.1353601859024014,-0.1363273983523784,3435092000.0,696878000.0,Technology,Semiconductors,105105776640,,,,,
42,ADI,2016,0.5863,0.404,0.0,0.2430769230769232,3421409000.0,861664000.0,Technology,Semiconductors,105105776640,0.1353601859024014,,,,
43,ADI,2017,0.4836,0.5592,-0.17516629711751674,0.38415841584158406,5107503000.0,805379000.0,Technology,Semiconductors,105105776640,0.0,0.1353601859024014,,,
44,ADI,2018,0.5315,0.4724,0.09904880066170385,-0.15522174535050082,6200942000.0,1506980000.0,Technology,Semiconductors,105105776640,-0.17516629711751674,0.0,0.1353601859024014,,
45,ADI,2019,0.5135,0.5058,-0.033866415804327366,0.07070279424216763,5991065000.0,1363011000.0,Technology,Semiconductors,105105776640,0.09904880066170385,-0.17516629711751674,0.0,0.1353601859024014,
46,ADI,2020,0.4897,0.3266,-0.04634858812073994,-0.35429023329379206,5603056000.0,1220761000.0,Technology,Semiconductors,105105776640,-0.033866415804327366,0.09904880066170385,-0.17516629711751674,0.0,0.1353601859024014
47,ADI,2021,0.4085,0.3374,-0.16581580559526254,0.03306797305572551,7318286000.0,1390422000.0,Technology,Semiconductors,105105776640,-0.04634858812073994,-0.033866415804327366,0.09904880066170385,-0.17516629711751674,0.0
48,ADI,2022,0.5805,0.3913,0.42105263157894757,0.15975103734439844,12013953000.0,2748561000.0,Technology,Semiconductors,105105776640,-0.16581580559526254,-0.04634858812073994,-0.033866415804327366,0.09904880066170385,-0.17516629711751674
49,ADI,2023,0.4119,0.3313,-0.29043927648578816,-0.1533350370559673,12305539000.0,3314579000.0,Technology,Semiconductors,105105776640,0.42105263157894757,-0.16581580559526254,-0.04634858812073994,-0.033866415804327366,0.09904880066170385
50,ADP,2014,0.6121,0.5491,,,10226400000.0,1515900000.0,Technology,Software - Application,119800504320,,,,,
51,ADP,2015,0.5307,0.4856,-0.13298480640418242,-0.11564378073210713,10938500000.0,1452500000.0,Technology,Software - Application,119800504320,,,,,
52,ADP,2016,0.4247,0.508,-0.1997361974750329,0.04612850082372333,11667800000.0,1492500000.0,Technology,Software - Application,119800504320,-0.13298480640418242,,,,
53,ADP,2017,0.5308,0.5241,0.2498234047562986,0.031692913385826804,12372000000.0,1787800000.0,Technology,Software - Application,119800504320,-0.1997361974750329,-0.13298480640418242,,,
54,ADP,2018,0.5558,0.4797,0.047098718914845294,-0.08471665712650256,13274200000.0,1884900000.0,Technology,Software - Application,119800504320,0.2498234047562986,-0.1997361974750329,-0.13298480640418242,,
55,ADP,2019,0.5658,0.4955,0.017992083483267418,0.03293725244944756,14110200000.0,2292800000.0,Technology,Software - Application,119800504320,0.047098718914845294,0.2498234047562986,-0.1997361974750329,-0.13298480640418242,
56,ADP,2020,0.5158,0.5285,-0.0883704489218804,0.06659939455095865,14589800000.0,2466500000.0,Technology,Software - Application,119800504320,0.017992083483267418,0.047098718914845294,0.2498234047562986,-0.1997361974750329,-0.13298480640418242
57,ADP,2021,0.5377,0.4965,0.04245831717720039,-0.060548722800378374,15005400000.0,2598500000.0,Technology,Software - Application,119800504320,-0.0883704489218804,0.017992083483267418,0.047098718914845294,0.2498234047562986,-0.1997361974750329
58,ADP,2022,0.5552,0.4984,0.03254602938441531,0.0038267875125881368,16498300000.0,2948900000.0,Technology,Software - Application,119800504320,0.04245831717720039,-0.0883704489218804,0.017992083483267418,0.047098718914845294,0.2498234047562986
